,link,title,price,date,sqfeet,num_images,description,attributes
34,https://provo.craigslist.org/roo/d/provo-mens-private-bedroom-provo/6914192148.html,Men’s private bedroom Provo,465,2019-06-17 13:51,1300ft2,5,"QR Code Link to This Post


Private bedroom, shared bath in very quiet et new duplex at 597 W 1020 S Provo UT 

Swamp cooler and floor heating system. 

Private parking and carport. 

3 bedrooms available on August 1, 2019.

1 year lease. 

Please contact Daniela at show contact info
 to schedule a visit.","duplex,w/d hookups,no smoking,carport,no private bath,private room"
35,https://provo.craigslist.org/roo/d/orem-chambery-mens-master-bedroom-in/6914168267.html,Chambery Men’s Master bedroom in quiet Townhome,635,2019-06-17 13:25,1700ft2,13,"QR Code Link to This Post


Very quiet men’s Master bedroom and master bath in Chambery townhome at 
1356 S 1290 W in Orem, UT. 

Smart flat screen TV in bedroom and living room. Central A/C, wood floors, attached garage and private parking. 

2 minutes From UVU, I-15, Wal-Mart...

Clubhouse, great gym and swimming pool. 

Contact Daniela at show contact info
 for more info or to schedule a viewing.","townhouse,w/d in unit,no smoking,attached garage,private bath,private room"
36,https://provo.craigslist.org/roo/d/byu-private-bed-womens-university/6894245170.html,BYU - Private Bed - Womens University Avenue Condos - Fall 2019,400,2019-06-17 09:40,0,8,"QR Code Link to This Post


University Avenue Condos- $400 - Fall 2019

Contract goes through August 2020.

595 N University Ave, Provo UT 84601

$400/mo | Furnished

KEY FEATURES
Bedrooms: 4 Beds
Bathrooms: 2 Baths
Parking: Covered Garage parking and some top level parking available | Guest parking
Lease Duration: August 26nd, 2019 - August 15th, 2020
Deposit: $450
Pets Policy: No Pets Allowed
Laundry: Washer/Dryer in Unit
Floor: 2
Property Type: Condo

DESCRIPTION

4 large bedrooms, 2 large shared bathrooms. The condo offers central air, wireless internet, washer and dryer in unit and in-unit storage. Close to BYU and Provo restaurants/entertainment. 

LEASE TERMS
Tenant pays gas and electricity.

ADDITIONAL LINKS
Website: http://www.myprovoproperty.com/properties/","furnished,apartment,w/d in unit,carport,no private bath,private room"
37,https://provo.craigslist.org/roo/d/byu-approved-private-room-bath-old-mill/6894244759.html,BYU Approved PRIVATE room & bath - Old Mill Men's & Women's- Fall 2019,350,2019-06-17 09:40,0,11,"QR Code Link to This Post


Old Mill Men's and Women's Private Room & Private Bath Available For Fall 2019  - $350/Month

$350/mo | Furnished

KEY FEATURES
Year Built: 1984
Sq Footage: 1408 sqft.
Bedrooms: 4 Beds
Bathrooms: 4 Baths
Parking: 2 Off street | Guest parking
Lease Duration: 1 Year (See Details Below)
Deposit: $400
Pets Policy: No Pets Allowed
Laundry: Shared
Floor: 2
Property Type: Condo

DESCRIPTION

PRIVATE BEDROOMS! 4 large bedrooms, each with a full-size bed and your own 1/2 bath! The condo offers central air, wireless internet, on-site laundry and in-unit storage. 3 Pools - one in a year-round solarium with beach-sand volleyball. Signing now for Fall 2019 at OLD MILL.  We have both Men's and Women's units available.  

RENTAL FEATURES
Living room
Dining room
Storage space
Range / Oven
Refrigerator
Dishwasher
Microwave
Garbage disposal
Balcony, Deck, or Patio
Heat: forced air
Central A/C
Air conditioning
High-speed internet
Wired
Jetted tub

COMMUNITY FEATURES
Shared pool
Near transportation
Barbecue
Sports court
Guest parking
Off-street parking
Covered parking
On-street parking

LEASE TERMS
Private room and private half bath. Year round lease, FREE GOOGLE FIBER, in-unit storage, 3 pools and a solarium. Tenant pays gas and electricity.

ADDITIONAL LINKS
Website: http://www.myprovoproperty.com/properties/","apartment,laundry on site,no smoking,off-street parking,private bath,private room"
38,https://provo.craigslist.org/roo/d/provo-the-best-provo-location-4-bdrm-in/6896502662.html,The Best Provo Location!!  4 Bdrm. in. Apt. Beautiful Home,350,2019-06-17 08:29,2000ft2,5,"QR Code Link to This Post


Best in Provo next to Cougar Stadium!!!!  Higher ceiling and light basement 2,000 sq. foot apt. in Executive Home with private entrance and address.   Step out onto BYU campus and the football games!!  Available for Fall/Winter or longer Family or 4 professional Fem. wanted. Completely furnished with queen size beds, laundry room with new W/ D, two large pantries, 4 bedrooms, 2 full baths, living room separate dining and beautiful kitchen. .  350 per month for summer til Aug. 450  per month for fall.  Perfect location for BYU, stores, church and neighborhood. .  

show contact info
  Mr. J. Lee","furnished,apartment,w/d in unit,no smoking,off-street parking,private bath,private room"
39,https://provo.craigslist.org/roo/d/provo-byu-uvu-available-starting-fall/6910722346.html,BYU & UVU available STARTING FALL SEMESTER up to 3 Men's Private Rooms,459,2019-06-12 16:09,1100ft2,9,"QR Code Link to This Post


Starting Fall Semester!  Townhome 3 blocks to BYU!  BYU approved Mens Housing.  UVU and other students are welcome but BYU rules and standards apply.  Private rooms only $459/mon!  UP TO 3 SPACES TOGETHER!! 
 FREE Covered Parking for everyone!  FREE Google Fiber Internet, Leather Sofa, HUGE kitchen, Balcony, Washer/Dryer, Tile Floors, Nice!  UVX Stop right out front for easy access to UVU! Provo Library across the street!  1.5 blocks to Grocery store!  Large complex with men’s and women’s housing, great social!  See photos and make application on-line at www.CougarRentals.com or call today for a private tour!","furnished,apartment,w/d in unit,no smoking,carport,no private bath,private room"
40,https://provo.craigslist.org/roo/d/provo-byu-off-campus-housing/6889039420.html,BYU OFF CAMPUS HOUSING,460,2019-06-12 15:26,0,9,"QR Code Link to This Post


Apply online now to secure your contract for the coming 2019-2020 school year! Our contracts run for a full year. From the moment you walk through the front door you'll feel the comfort and security that makes our residents happy to call our community home. Cutting edge amenities, meticulously-groomed grounds, and a dedicated staff contributes to a higher standard of living. Convenient shopping, award-winning schools, local museums and parks are all close at hand, with sponsored activities to develop new hobbies while getting to know your neighbors. Sodalicious is conveniently located on our grounds so you can grab yourself a quick snack any time you heart desires! 

Our apartments come equipped with a washer/dryer in each unit, stainless steel appliances & granite counter tops. They come furnished with a sofa, flat screen TV and a guest chair! Each private bedroom includes an extra-long twin bed, desk, and 2 sets of stack-able drawers. Our furnishings are mobile allowing residents the option to customize the set-up of the furniture in their private bedroom! Cable and internet are provided at no extra cost.
Application fees are as follows:
$35.00 application, $150.00 administration fee, $250.00 security deposit 
We have a large underground parking garage. Spaces are $50.00 monthly. If you would like to reserve a space please select the option to do so on the application.

Pricing Starting at $460.00 for private bedroom. 
Want to lease now? Applying is easy! Just follow the link:","apartment,w/d in unit,no private bath,private room"
41,https://provo.craigslist.org/roo/d/byu-contracted-housing-women-private/6910053060.html,BYU Contracted Housing Women Private Room,389,2019-06-11 18:59,950ft2,7,"QR Code Link to This Post


2 blocks from BYU, beautiful condo. BYU contracted housing. Modern paint. Spacious private and shared rooms, kitchen with lots of covers, huge living room. Fully nicely furnished. Great ward. Two bedrooms, one bath. 3 girls per condo. Balcony, Fireplace. Central A/C. Washer/Dryer inside the condo.

Spacious rooms, hardwood flooring, lots of extras. Free Wireless internet and laundry. Free parking. Tenants only share cost of electricity and gas among themselves. Normally, between $18-$30. Call Elizabeth at  show contact info


Private room: $389 - One room available. 

Fall contracts starts on August 25, 2019 and it goes until August 20, 2020.

Call Elizabeth at  show contact info
.","apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
42,https://provo.craigslist.org/roo/d/provo-byu-uvu-starting-fall-semester/6909744109.html,BYU/UVU Starting FALL SEMESTER - Female Private Room Only $389!  WOW!,389,2019-06-11 12:22,1200ft2,12,"QR Code Link to This Post


Stonebridge:
Starting Fall Semester!  Up to 2 spaces together!  BYU Approved Female Housing, UVU and other students are welcome, but BYU rules and standards apply.  Large Shared room with 2 closets and own full bathroom for only $365!  Private room just $389/month! Washer/Dryer in laundry room, Tile floors, central air, Google Fiber Internet, New sofas,  1.5 Blocks to UVX with EZ access to BYU & UVU.  2.5 blocks from grocery store!  Who needs a car!  See photos and make application on-line at www.CougarRentals.com or call us today!

We have over 50 different BYU condos to choose from!  Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $450/mon!  Now selling starting Fall Semester!  We also have limited spring/summer spaces available!  Check out photos and other information at www.CougarRentals.com.  Call us anytime with questions or to set up appointments to see the properties.  No parking fees, No Application Fees!","furnished,apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
43,https://provo.craigslist.org/roo/d/provo-byu-uvu-fall-semester-female/6909737161.html,BYU/UVU Fall Semester Female Private Room 2 Blocks To BYU!,425,2019-06-11 12:15,1100ft2,12,"QR Code Link to This Post


Devonshire:
Fall Semester!  ONE SPACE LEFT!  Women’s Space Available! Private rooms just 2 blocks from BYU Campus!  Leather Sofas, Huge Living room, Large Kitchen, Dishwasher, AC, 2 full bathrooms, Google Fiber Internet.  Building is BYU approved for Men and Women, great social scene, almost 100 students in complex!  Covered parking, washer/dryer in apartment!  Call us to set up a tour.  Check out more photos, make application, and see current availability at www.CougarRentals.com

We have over 50 different BYU condos to choose from!  Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $450/mon!  Now selling starting Fall Semester!  We also have limited spring/summer spaces available!  Check out photos and other information at www.CougarRentals.com.  Call us anytime with questions or to set up appointments to see the properties   No parking fees, No Application Fees!","furnished,apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
44,https://provo.craigslist.org/roo/d/provo-room-for-rent-275/6909370114.html,Room for rent 275,275,2019-06-11 00:05,0,1,"QR Code Link to This Post


I'm moving in at the end of June. Extra room for rent (male or female) close to byu . Must love dogs. 30 background and credit check","apartment,no laundry on site,no private bath,private room"
45,https://provo.craigslist.org/roo/d/provo-byu-uvu-womens-summer-contract/6907651769.html,BYU/UVU Women's Summer Contract @ The Isles First & Last Month FREE,470,2019-06-08 13:19,0,8,"QR Code Link to This Post


This months rent and august rent is FREE! Super nice private room + 24/7 pool & hot tub + Washer and Dryer! Underground parking pass available as well. Only way to get a spot for fall is to live here over summer, perfect opportunity! Here is The Isles website for more pictures & information: https://www.islesliving.com/. You can also look up reviews for The Isles on google. Also, feel free to text/call and I'd be happy to answer any questions or give you a tour!  show contact info","cats are OK - purrr,dogs are OK - wooof,furnished,apartment,laundry on site,no smoking,valet parking,no private bath,private room,wheelchair accessible"
46,https://provo.craigslist.org/roo/d/provo-lodges-at-glenwood-contract/6904123262.html,Lodges at Glenwood contract through August,250,2019-06-03 19:21,0,9,"QR Code Link to This Post


Greta location close to BYU and UVX station. (6-8 minute walk) Great and social ward. Pool, volleyball, and fire pit on location. Billiards, ping pong and television in lodge. Laundry in building. *Private room may be available, might only have two guys in the three rooms (one extra)* men's housing","furnished,apartment,laundry in bldg,attached garage,no private bath,private room"
47,https://provo.craigslist.org/roo/d/mens-large-private-room/6881363731.html,Men's Large Private Room,395,2019-06-01 20:02,100ft2,4,"QR Code Link to This Post


Men's large private room in Provo duplex. Only $395 a month plus $55 for utilities which include wireless internet (Fast Google Fiber). Free laundry room in the basement. 

Room available and ready to move in. House rules are similar to BYU standards (no smoking, drugs, or drinking, etc.) Cleaning and damage deposit is $200. 

Month-to-Month contract. Texting is best.","apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
48,https://provo.craigslist.org/roo/d/saratoga-springs-male-bedroom-10-min/6902715947.html,Male Bedroom 10 min. from Thanksgiving Point!,450,2019-06-01 19:54,0,18,"QR Code Link to This Post


Private bedroom. Shared bath. Reserved parking spot. Condo includes, Gym, Pool and Clubhouse area! Easy access to Redwood Road, I-15, Mtn View Corridor, and Bangerter. M2M contract, $450 Security deposit to reserve your spot. Furniture not included. Available to move in 6/15/19. No Pets. HOA covered through rent. Utilities are not. They are split between everyone","condo,w/d in unit,no smoking,off-street parking,no private bath,private room"
49,https://provo.craigslist.org/roo/d/saratoga-springs-male-priv-master-10/6902714461.html,Male Priv Master 10 min from Thanksgiving Point,600,2019-06-01 19:50,0,17,"QR Code Link to This Post


Huge Master Bedroom with large walk-in closet and priv. bathroom. Large window/sliding door with small balcony overlooking Thanksgiving Point! Comes with private closed garage. Included is a pool, clubhouse, and gym. $600 Security deposit to reserve your spot. Utilities are split between everyone. Furniture not included. Available to move in 6/15/19. No pets. Let me know if you or someone you know is interested!","condo,w/d in unit,no smoking,detached garage,private bath,private room"
50,https://provo.craigslist.org/roo/d/provo-shared-room-south-provo/6902293781.html,Shared Room South Provo,375,2019-06-01 10:02,0,8,"QR Code Link to This Post


375$/month shared room

tv/internet/cable included, 15 min walk to BYU Campus, Shuttle picks students up nearby.  Contract would be for fall 2019 and could continue through winter/summer 2020..   

 Text me if you are interested!","furnished,condo,no smoking,private bath,private room"
51,https://provo.craigslist.org/roo/d/lehi-1-or-2-person-single-room-female/6898409412.html,1 or 2 person single room (female),270,2019-05-31 16:44,0,3,"QR Code Link to This Post


single room upstairs; 1 or 2 females; shared bathroom with 12 & 11 y.o. girls ;
wifi; microwave and bar fridge; beds provided; theatre room in basement; some storage outside room; can get a desk if required; includes wifi and utilities
$270 / month for single, $350 for 2 people.","house,no laundry on site,no smoking,off-street parking,no private bath,private room"
52,https://provo.craigslist.org/roo/d/park-city-1000-park-city-house-to-share/6892196710.html,$1000 Park City House to Share with Master Bedroom Private Bathroom,1000,2019-05-30 20:08,1700ft2,9,"QR Code Link to This Post


Park City House to share for single but will consider for 2 with private bedroom walk to Market, Top Stop, Golf Course and Post Office. Month to Month, or lease options until Oct 31. Renewal available at seasonable rate.  Bus Route, Utilities included. Dog or Cat ok. Non smokers please. First, Last and Security. Full Kitchen and Living room with TV, Internet, Parking , Washer, Dyer , yard, Furnished with Queen bed or Twin and more. PM if interested. Available now.","cats are OK - purrr,dogs are OK - wooof,furnished,house,laundry on site,no smoking,attached garage,private bath,private room,wheelchair accessible"
53,https://provo.craigslist.org/roo/d/provo-discounted-mens-housing-at/6900908888.html,Discounted Men’s Housing at Glenwood,250,2019-05-30 12:42,0,6,"QR Code Link to This Post


I have moved to Cincinnati for the summer so this room is available as soon as someone wants it! Though it is usually a shared room, my former roommate has moved, so it’s a private room for much cheaper than you would usually find one.

Glenwood is at the corner of University Pkwy and University Ave, walking distance to BYU as well as to a UVX bus stop to go to UVU. In order to live at Glenwood, you must either be a student or be taking 6 or more hours of institute. Glenwood has a nice pool, ping pong table, pool table, piano, and an active social life. My roommates have a 60” TV that they love watching and reviewing movies on.

The contract is thru August and is $311 or so a month, but if you are interested, I’ll do it for just $250.","apartment,laundry in bldg,no smoking,attached garage,no private bath,private room"
54,https://provo.craigslist.org/roo/d/orem-spend-june-in-beautiful-orem/6900519204.html,Spend June in Beautiful Orem Townhouse,350,2019-05-30 00:11,0,15,"QR Code Link to This Post


If you are looking for a short stay in the Provo/Orem area this is the perfect option. There are 3 FEMALE private bedrooms available in our Townhouse at a great, discounted price for June 3rd-July 5th. The home is located right off the I-15 in Orem and a 5-minute drive to UVU and State Street. The master bedroom is large with high vaulted ceilings, a walk-in closet, king sized bed, and a private bathroom for $400 the entirety of the time. The basement room is very large, comes with a queen bed, dresser, and a large private bathroom for $350. There is a smaller private room with great light, large closet, twin bed, and a shared bathroom with 1 girl for $300. The home has 2 large seating areas both with large smart TV's, laundry room, dining area, and a back patio/ grass to enjoy the gorgeous weather in Utah. This place is a wonderful way to enjoy your time in the Utah Valley! Feel free to contact with questions.","furnished,townhouse,w/d in unit,no smoking,off-street parking,private bath,private room"
55,https://provo.craigslist.org/roo/d/provo-spacious-windsor-park-master/6898834264.html,Spacious Windsor Park Master Bedroom (Women) for Rent,350,2019-05-27 21:38,0,9,"QR Code Link to This Post


Move in ready by June 15th. Contract good until August 17th. 
Originally $475, will be discounted to $350 including utility!!
Master bedroom with walk in closets, private bathroom and covered underground parking for rent! I can move out ASAP. Rent is negotiable!
The room is very spacious and the closet is huge. It can comfortably live 2 people. The contract can be extended into fall and winter. BYU contracted housing for women.
2 blocks from BYU and close to restaurants and entertainment. 
You will only share the entire apartment with only 1 quiet roommate.","furnished,condo,w/d in unit,attached garage,private bath,private room"
56,https://provo.craigslist.org/roo/d/lehi-gorgeous-4-bedroom-townhouse-for/6890295233.html,Gorgeous 4 bedroom townhouse for single females,465,2019-05-26 18:50,2350ft2,13,"QR Code Link to This Post


Gorgeous brand new Edge townhouse for single females. 4 bedrooms, 2.5 bathrooms, 2 car garage, stainless steel appliances, quartz countertops, washer & dryer and an incredible community. Walking distance to the clubhouse that includes a gym, cardio room, pool, hot tub, parks and trails. 12 month lease (Available Now), no pets, no smoking. Please text  show contact info
 for more information and showings.

Rooms Available:
Master - $675 (No Longer Available)
Regular A - $495
Regular B - $495
Small - $465","furnished,townhouse,w/d in unit,no smoking,attached garage,private bath,private room"
57,https://provo.craigslist.org/roo/d/provo-temporary-summer-male-private/6896686215.html,Temporary Summer Male Private Room and Bath,369,2019-05-24 16:06,0,7,"QR Code Link to This Post


Hello I'm selling a Male Private room and bath contract now until end of August. It is available to renew after that if you would like. May already paid for. No deposit if you want to just take the rest of summer. Comes with a full size bed, desk, personal refrigerator, and dresser. and there is an indoor pool and volleyball court. Please text me at  show contact info
 if you want to come see it or work something out.","condo,private bath,private room"
58,https://provo.craigslist.org/roo/d/lehi-spacious-master-bedroom-for-rent/6895350391.html,Spacious Master Bedroom for Rent in Thanksgiving Point - Lehi,700,2019-05-22 23:57,0,6,"QR Code Link to This Post


Amazing spacious home in a nice and safe neighborhood located right in the heart of Silicon Slopes between SLC and Provo. The home feature a 4br and 3 ba for a total of ~2100 sqft. It comes with FREE TV and  High Speed WiFi and a large backyard. The home is 2 mins away from I-15, 25 mins to downtown SLC, 20 mins to BYU and UVU. Within 5 mins drive to companies like, Adobe, Oracle, Vivint, Ancestry, Young Living etc.

Multiple rooms available for rent.
Basement - 1 br, 1ba - $850
Master - 1 br, 1ba - $700
Bedroom 1 - 1 br - 1 Shared ba - $500
Bedroom 2 - 1 br - 1 Shared ba - $500


Features:
Free High Speed Gigabytes Internet 
Furniture is able to be included 
Free Basic Cable TV
Free reserved parking in Garage and Driveway 
Free quarterly professional cleaning
Utilities included.


Other notes:
No Smoking
No Pets
3x Income
Credit score > 650
No eviction history 

Please reach out for any other details. Females preferred.","furnished,townhouse,w/d in unit,no smoking,attached garage,private bath,private room"
59,https://provo.craigslist.org/roo/d/lehi-large-room-for-rent-in/6895348796.html,Large Room for Rent in Thanksgiving Point - Lehi,500,2019-05-22 23:47,0,10,"QR Code Link to This Post


Amazing spacious home in a nice and safe neighborhood located right in the heart of Silicon Slopes between SLC and Provo. The home feature a 4br and 3 ba for a total of ~2100 sqft. It comes with FREE TV and  High Speed WiFi and a large backyard. The home is 2 mins away from I-15, 25 mins to downtown SLC, 20 mins to BYU and UVU. Within 5 mins drive to companies like, Adobe, Oracle, Vivint, Ancestry, Young Living etc.

Multiple rooms available for rent.
Basement - 1 br, 1ba - $850
Master - 1 br, 1ba - $700
Bedroom 1 - 1 br - 1 Shared ba - $500
Bedroom 2 - 1 br - 1 Shared ba - $500


Features:
Free High Speed Gigabytes Internet 
Furniture is able to be included 
Free Basic Cable TV
Free reserved parking in Garage and Driveway 
Free quarterly professional cleaning
Utilities included.


Other notes:
No Smoking
No Pets
3x Income
Credit score > 650
No eviction history 

Please reach out for any other details. Females preferred.","furnished,townhouse,w/d in unit,no smoking,off-street parking,no private bath,private room"
60,https://provo.craigslist.org/roo/d/orem-mens-private-room/6894443778.html,men's private room,370,2019-05-21 18:38,0,5,"QR Code Link to This Post


Men's basement private room
Available June 1
5min UVU, 8 min BYU
Washer, Dryer included
walking distance to Costco
No smoking
Must be clean, respectful and responsible
Shared utilities between all residents
quiet neighbor
4 parking lot+street parking 
Deposit $370
show contact info
 Text or call","furnished,house,w/d in unit,no smoking,attached garage,no private bath,private room"
61,https://provo.craigslist.org/roo/d/orem-private-bedroom-shared-bathroom/6887582631.html,Private bedroom w/shared bathroom near UVU,350,2019-05-21 14:48,0,3,"QR Code Link to This Post


Small private room(unfurnished, 10'x11') available in a 4-bedroom townhome in Orem. Looking for a responsible and respectful roommate. You will be sharing a bathroom with one other roommate(male). Conveniently located near UVU, bus stop, grocery stores and freeway. Utilities and WIFI flat rate $50/mth. $400 deposit ($100 is not refundable). Street parking available. Laundry in unit. Quiet, private and drama-free living. Keypad entry. No pets, no party, no drugs, no overnight guests and no drama. Please email for details :)",QR Code Link to This Post
62,https://provo.craigslist.org/roo/d/orem-master-bedroom-near-uvu/6887580756.html,Master Bedroom near UVU,550,2019-05-21 14:48,0,6,"QR Code Link to This Post


Master bedroom in a 4-bedroom townhome available in Orem. Looking for a responsible and respectful roommate. Either female or male. Not a party house! No drama. No pets. No overnight guests. We are young professionals who enjoy quiet and private life.
- Huge room
- Walk-in closet
- Private bathroom
- Vaulted Ceiling
- Utilities and WIFI flat rate $50/mth
- Washer and dryer in unit
- Designated parking spot
- Close to UVU
- Easy freeway access
- keypad entry
- awesome roommates
Please email for details :)",QR Code Link to This Post
63,https://provo.craigslist.org/roo/d/orem-master-bedroom-great-roommates/6893749543.html,Master bedroom w/ great roommates,800,2019-05-20 23:27,0,10,"QR Code Link to This Post


Beautiful master bedroom available for one or split it with a shared roommate. Private full bath and large walk-in closet. Complex has gym, pool, and hot tub! Not LDS standards but respectful of them. LGBTQ and 420 friendly. Two fun female roommates in the apt already. Must love dogs! Pets negotiable. Must be able to apply and qualify with apt complex. Available June 2nd for 11 mos lease. $550 deposit is somewhat flexible.","cats are OK - purrr,dogs are OK - wooof,apartment,w/d in unit,off-street parking,private bath,private room"
64,https://provo.craigslist.org/roo/d/provo-byu-uvu-fall-semester-mens/6880524638.html,BYU/UVU FALL SEMESTER Men's Private & Shared Rooms! Don't Delay!,379,2019-05-20 10:58,1000ft2,14,"QR Code Link to This Post


Looking for Spaces for Fall Semester? We have BYU approved Men's Housing In All The Best Places! UVU and other students are welcome, but BYU standards and rules apply. Check out these spaces!

University Ave - 567 North University Ave (3 blocks to BYU!) Up to 4 Private Rooms for $459/mon! Huge Kitchen, Leather Sofas, washer/dryer, balcony, lots of free parking, Google Fiber internet. UP TO 4 SPACES TOGETHER!

Old Mill - 724 West 1720 North. Free RYDE BYU shuttle twice an hour, also UTA shuttle twice an hour to both BYU and UVU! HUGE private rooms with your own bath for just $379/mon! Yes, $379!  Up to 4 spaces together! Google Fiber Internet, Leather Sofas, 3 pools including one in a year round solarium with beach sand volleyball court. Free Parking Pass. UP TO 4 SPACES TOGETHER!

Brownstone - 1080 East 450 North - Walk to to BYU, or pick up the free BYU RYDE shuttle right out front! Only $315/mon! Leather Sofas, Google Fiber Internet, Free Parking Pass, tile floors, balcony. UP TO 3 SPACES TOGETHER!

We have over 50 different BYU condos to choose from! Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $450/mon! Now selling starting Fall Semester! We also have limited spring/summer spaces available! Check out photos and other information at www.CougarRentals.com. Call us anytime Don't delay call us today to set up a private showing!","furnished,apartment,w/d in unit,no smoking,off-street parking,no private bath,private room"
65,https://provo.craigslist.org/roo/d/park-city-800-park-city-house-share/6892204386.html,$800 Park City House Share Private room walk to market and bus,800,2019-05-18 18:52,1800ft2,6,"QR Code Link to This Post


Park City House to share with private bedroom walk to Market, Top Stop, Golf Course and Post Office. Month to Month, or 4,6, or 12 month lease options. Bus Route, Utilities included. Dog or Cat ok. Non smokers please. First, Last and Security. Full Kitchen and Living room with TV, Internet, Parking , Washer, Dyer , dishwahser, microwave, yard, Furnished with Queen bed or Twin and more. PM if interested. Available now. Also Master bed room available with King Bed @ $1200.","cats are OK - purrr,dogs are OK - wooof,furnished,house,laundry on site,attached garage,private bath,private room,wheelchair accessible"
66,https://provo.craigslist.org/roo/d/provo-byu-uvu-fall-semester-mens/6875795483.html,BYU/UVU FALL SEMESTER Men's Private & Shared Rooms!  Reserve Now!,379,2019-05-17 14:48,1000ft2,17,"QR Code Link to This Post


Looking for Spaces for Fall Semester?  We have BYU approved Men's Housing In All The Best Places! UVU and other students are welcome, but BYU standards and rules apply. Check out these spaces!

 Mountainwood - 54 west 700 north (2 blocks to BYU!)  Private room with own bath for $450/mon! 2 level penthouse! Large balcony, stainless steel appliances, Leather Sofas, totally remodeled, washer/dryer, google fiber internet, WOW!  1 SPACE LEFT!  FALL SEMESTER ONLY!

 University Ave - 567 North University Ave (3 blocks to BYU!) Up to 3 Private Rooms for $459/mon! Huge Kitchen, Leather Sofas, washer/dryer, balcony, lots of free parking, Google Fiber internet.  UP TO 4 SPACES TOGETHER!

 Old Mill - 724 West 1720 North. Free RYDE BYU shuttle twice an hour, also UTA shuttle twice an hour to both BYU and UVU! HUGE private rooms with your own bath for just $379/mon! Up to 4 spaces together! Google Fiber Internet, Leather Sofas, 3 pools including one in a year round solarium with beach sand volleyball court. Free Parking Pass. UP TO 3 SPACES TOGETHER!

 Brownstone - 1080 East 450 North - Walk to to BYU, or pick up the free BYU RYDE shuttle right out front!  Only $315/mon! Leather Sofas, Google Fiber Internet, Free Parking Pass, tile floors, balcony. UP TO 3 SPACES TOGETHER!

 We have over 50 different BYU condos to choose from! Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $450/mon! Now selling starting Fall Semester! We also have limited spring/summer spaces available! Check out photos and other information at www.CougarRentals.com. Call us anytime  Don't delay call us today to set up a private showing!","furnished,apartment,w/d in unit,no smoking,no private bath,private room"
67,https://provo.craigslist.org/roo/d/provo-byu-uvu-fall-semester-female/6875770027.html,BYU/UVU FALL SEMESTER Female Shared & Private Rooms!  Reserve Today!,365,2019-05-17 14:47,1000ft2,21,"QR Code Link to This Post


All Starting For Fall Semester!  The Time To Reserve Is Now! We have lots of options in all the best places. These are all BYU approved housing, UVU and other students are welcome, but BYU rules and standards apply. You can see photos, make application and check availability at www.CougarRentals.com or give us a call!


 Brownstone - 1080 East 450 North (walk to Y or catch the Free BYU Ryde shuttle out front)  just $315/mon! Top floor, balcony, granite kitchen counters, Google Fiber internet, So nice! 3 SPACES LEFT!

 Old Mill - 724 West 1720 North (shuttles to BYU and UVU right out front twice an hour!) Private room and bath for just $379! WOW! Huge bedrooms, leather sofas, Google Fiber internet, 2 YSA wards and almost 400 students! Plus 3 pools with one in a year round tropical solarium with beach sand volleyball! So much value for the money! ONE SPACE LEFT!

 Stonebridge - 151 East 300 North (5 blocks south of BYU) Private room is $389, Shared rooms at $365 With own bath and double closets! Washer/Dryer, Laminate flooring, plenty of free parking, Google Fiber Internet, Great value! UP TO 3 SPACES TOGETHER!

 Hampton Court - 659 North 700 East (2 blocks to Y, right off condo row!)  Shared room at $389! Huge rooms, washer/dryer, Google Fiber, so close to BYU! 1 SPACE LEFT!

 Devonshire - 34 east 700 North, (2 blocks to BYU!) Private Room at $425/mon! Washer/Dryer, Google Fiber, Leather Sofas, Free Parking. ONE SPACE LEFT!

 Mountain Vista Townhome - 350 North 900 East (Walk to BYU!)  Private rooms $325/mon! Parking for everyone, washer/dryer, vaulted ceilings, HUGE 3 level townhome! So nice! UP TO 2 SPACES TOGETHER!


 We have over 50 different BYU condos to choose from! Townhomes, Shared rooms, private rooms, Men's & Women's housing, rents from $315 to $450/mon! Now selling starting Fall Semester! We also have limited spring/summer spaces available! Check out photos and other information at www.CougarRentals.com. Call us anytime with questions or to set up appointments to see the properties No parking fees, No Application Fees!","furnished,apartment,w/d in unit,no smoking,no private bath,private room"
68,https://provo.craigslist.org/roo/d/provo-summer-term-enclave-village-mens/6891298340.html,Summer Term - Enclave Village (Men's),299,2019-05-17 14:34,0,4,"QR Code Link to This Post


Contract available June 17-Aug 16, 2019

*Private Room
*In-house washer and dryer
*Pool and hot tub in complex
*Covered parking

Must meet BYU housing requirements.
Email me with any questions. I check my email daily and will respond quickly!","furnished,apartment,laundry in bldg,no smoking,attached garage,no private bath,private room"
